id,filename,Status
100433,Industrial+decolourization+by+laccase+from+ligninolytic+fungi_.txt,Initial
101128,Phenolic+Effluent+Bioremediation+in+ALRs_.txt,Initial
101440,Bioremediation+of+direct+blue+14+and+extracellular+ligninolytic+enzyme+production+by+white+rot+fungi%3A+Pleurotus+Spp._.txt,Initial
101663,Bio-remediation+of+colored+industrial+wastewaters+by+the+white-rot+fungi+Phanerochaete+chrysosporium+and+Pleurotus+ostreatus+and+their+enzymes_.txt,Initial
101968,Decolourisation+and+detoxification+in+the+fungal+treatment+of+textile+wastewaters_.txt,Initial
100473,Comparison+of+ALR+and+Other+Bioreactor+Configurations+for+Phenolic+Removal_.txt,Initial
100753,Biodegradation+of+azo+dyes+by+white+rot+fungi_.txt,Initial
100771,Synthetic+dye+decolorization+capacity+of+white+rot+fungus+Dichomitus+squalens_.txt,Initial
100952,Textile+dye+degradation+by+white+rot+fungi_.txt,Initial
101266,Biodegradation+of+textile+dyes+by+fungi+isolated+from+North+Indian+field+soil_.txt,Initial
101476,Biodecolourization+of+azo+anthraquinonic+and+triphenylmethane+dyes+by+white+rot+fungi_.txt,Initial
101746,Azo+dye+%28direct+blue%29+decolorization+by+immobilized+extracellular+enzymes+of+Pleurotus+species_.txt,Initial
101927,Mikroelem-terhel%C3%A9shatasa+a+repc%C3%A9rekarbon+to+scsernozjomtalajon_.txt,Initial
102230,Oxygen+Mass+Transfer+in+ALRs+with+Different+Spargers_.txt,Initial
102700,Biodegradation+of+triphenylmethane+dye+Malachite+Green+by+Sphingomonas+paucimobilis_.txt,Initial
102819,Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.txt,Initial
102924,The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+Irpex+lacteus_.txt,Initial
100151,Reactor+Performance+in+Airlift+Reactors_.txt,Initial
100356,Decolourization+of+azo+dyes+and+a+dye+industry+effluent+by+white+rot+fungus+Thelephora+sp._.txt,Initial
101269,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.txt,Initial
101466,Decolorization+of+azo+dyes+and+a+dye+industry+effluent+by+a+white+rot+Fungi+Thelephora+sp_.txt,Initial
101470,Combined+Membrane-Ring+Sparger+Design+in+Bioreactors_.txt,Initial
101474,Decolorization+of+industrial+dyes+by+lignolytic+microorganisms+isolated+from+composting+environment_.txt,Initial
101611,Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.txt,Initial
101945,Biodegradation+and+biosorption+for+decolorization+of+synthetic+dyes+by+Funalia+trogii_.txt,Initial
102164,The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static..._.txt,Initial
102444,Stimulation+of+ligninolytic+enzyme+production+and+the+ability+to+decolourize+poly+R-478_.txt,Initial
102483,Biodegradation+of+synthetic+dyes+by+Irpex+lacteus+under+various+growth+conditions_.txt,Initial
102552,The+evaluation+of+white+rot+fungi+in+the+decoloration+of+textile+dyes_.txt,Initial
102713,Decolorization+of+azo%2C+triphenylmethane%2C+heterocyclic+and+polymeric+dyes+by+the+lignin+peroxidase+isozymes+from+Phanerochaete+chrysosporium_.txt,Initial
102801,Fungal+dye+decolorization%3A+recent+advances+and+future+potential_.txt,Initial
100095,Evaluation+of+ALRs+in+Bioremediation+of+Phenolic+Effluents_.txt,Initial
100219,Decolourization+of+synthetic+dyes+using+rice+straw+attached+Pleurotus+ostreatus_.txt,Initial
100558,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.txt,Initial
100715,Decolorization+of+three+acid+dyes+by+enzymes+from+fungal+strains_.txt,Initial
100834,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.txt,Initial
100906,Development+of+bioreactor+systems+for+decolorization+of+orange+II+using+white+rot+fungus_.txt,Initial
101084,Malachite+green+and+crystal+violet+decolorization+by+Ganoderma+lucidum+and+Pleurotus+ostreatus_.txt,Initial
101274,Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.txt,Initial
101986,Decolorization+of+textile+azo+dyes+by+newly+isolated+halophilic+and+halotolerant+bacteria_.txt,Initial
102001,Decolorization+and+detoxification+of+textile+dyes+with+a+laccase+from+Trametes+hirsuta_.txt,Initial
102079,Removal+of+Phenolic+Monomers+from+Solution+by+T.+pubescens_.txt,Initial
102154,Decolorization+and+degradation+of+synthetic+dyes+on+the+mycelium+of+Trametes+versicolor_.txt,Initial
102246,Effect+of+Environmental+Condition+on+Biological+Decolorization+of+Textile+Dyestuff+by+C.+versicolor_.txt,Initial
102293,New+approach+to+improve+degradation+of+recalcitrant+azo+dyes+by+Streptomyces+spp.+and+Phanerochaete+chrysosporium_.txt,Initial
102409,Development+of+a+Combined+Membrane-Ring+Sparger+for+Efficient+Gas+Utilization_.txt,Initial
102847,Decolorization+of+azo+dyes+and+simulated+dye+bath+wastewater+using+acclimatized+microbial+consortium--biostimulation+and+halo+tolerance_.txt,Initial
100024,Indigo+degradation+with+purified+laccases+from+Trametes+hirsuta+and+sclerotim+rolfsii_.txt,Initial
100032,Degradation+of+dyes+by+white+rot+fungi_.txt,Initial
100042,Microbial+decolorization+of+azo+dyes+and+a+dye+industry+effluent+by+Fomes+lividus_.txt,Initial
100172,Decolorization+of+textile+dyes+by+white-rot+fungi_.txt,Initial
100186,Biological+oxidations+of+organic+compounds+by+enzymes+from+a+white+rot+fungus_.txt,Initial
100200,Biological+decolorization+of+dye+solution+containing+malachite+green+by+Pandoraea+sp._.txt,Initial
100383,Decolouration+of+textile+dyes+by+fungal+pellets_.txt,Initial
100620,Role+of+brown-rot+fungi+in+the+bioremoval+of+azo+dyes+under+different+conditions_.txt,Initial
100995,Evaluation+of+Argentinean+white+rot+fungi+for+their+ability+to+produce+lignin-modifying+enzymes+and+decolourise+industrial+dyes_.txt,Initial
100997,Decolourazation+of+azo+dyes+by+white+rot+fungi+%28WRF%29+isolated+in+Singapore_.txt,Initial
101111,Metabolites+from+the+biodegradation+of+triphenylmethane+dyes+by+Trametes+versicolor+or+laccase_.txt,Initial
101312,Decolorization+of+mixtures+of+different+reactive+textile+dyes+by+the+white-rot+basidiomycete+Phanerochaete+sordida+and+inhibitory+effect+of+polyvinyl+alcohol_.txt,Initial
101553,HPLC+and+spectrophotometric+analysis+of+biodegradation+of+azo+dyes+by+Pleurotus+ostreatus_.txt,Initial
101695,Statistical+optimization+for+decolorization+of+textile+dyes+using+Trametes+versicolor_.txt,Initial
101702,Dye+removal+by+low+cost+adsorbents%3A+Hazelnut+shells+in+comparison+with+wood+sawdust_.txt,Initial
102097,The+decolorisation+of+a+chemical+industry+effluent+by+white-rot+fungi_.txt,Initial
102165,Biodegradation+of+methyl+red+by+Bacillus+sp.+strain+UN2%3A+decolorization+capacity%2C+metabo.._.txt,Initial
102209,Decolorization+of+synthetic+dyes+and+production+of+manganese-dependent+peroxidase+by+new+fungal+isolates_.txt,Initial
102281,Bubble+Size+and+Gas+Recirculation+in+ALRs_.txt,Initial
102485,Isolation+and+screening+of+basidiomycetes+with+high+peroxidative+activity_.txt,Initial
102667,Decolorization+of+synthetic+dyes+by+white-rot+fungi%2C+Enzyme+and..._.txt,Initial
102834,Kinetics+of+wheat+straw+solid-state+fermentation+with+Trametes+versicolor+and+Pleurotus+ostreatus%3A+lignin+and+polysaccharide+alteration+of+related+enzymatic+activities_.txt,Initial
102854,Development+of+an+Airlift+Reactor+System+for+Bioremediation_.txt,Initial
102941,Decolourization+of+synthetic+dyes+by+solid+state+cultures+of+Lentinula+%28Lentinus%29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_.txt,Initial
100309,Decolorization+of+textile+dyes+by+white+rot+fungi_.txt,Initial
100585,The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static+and+agitated+cultures+of+Irpex+lacteus_.txt,Initial
100664,Decolorization+of+different+textile+dyes+by+isolated+Aspergillus+niger_.txt,Initial
100821,Evaluation+of+support+materials+for+the+surface+immobilization+and+decolourization+of+amaranth+by+Trametes+versicolor_.txt,Initial
100987,Decolorization+of+malachite+green+by+two+fungal+microorganisms_2008.txt,Initial
101444,Biodegradation+of+azo+and+heterocyclic+dyes+by+Phanerochaete+chrysosporium_.txt,Initial
101795,Effect+of+environmental+condition+on+biological+decolorization+of+textile+dyestuff+by+C.+versicolor_.txt,Initial
101934,Removal+of+Congo+red+from+an+aqueous+solution+by+fungus+Aspergillus+niger_.txt,Initial
101978,Induction+of+Laccase+by+Phenolic+Effluent_.txt,Initial
102044,Biodegradation+of+a+model+azo+disperse+dye+by+the+white+rot+fungus+Pleurotus+ostreatus_.txt,Initial
102155,Development+of+a+Rubber+Membrane+Sparger_.txt,Initial
102295,Decolorization+of+anthraquinone-type+dye+by+bilirubin+oxidase-producing+non+ligninolytic+fungus+Myrothecium+sp.+IMER1_.txt,Initial
102609,Decolorization+of+polymeric+dyes+by+a+novel+Penicillium+isolate_.txt,Initial
102619,Decolorization+of+textile+dyes+by+laccases+from+a+newly+isolated+strain+of+Trametes+modesta_.txt,Initial
102784,Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_.txt,Initial
102810,Decolorization+of+synthetic+textile+dyes+by+Phlebia+tremellosa_.txt,Initial
100145,Studies+of+adsorptive+interaction+between+Aspergillus+niger+and+the+reactive+azo+dye+procion+blue+MX-G_.txt,Initial
100583,Decolorization+of+azo+dyes+by+fungi_.txt,Initial
100927,Removal+of+a+dye+from+aqueous+solution+by+the+fungus+Aspergillus+niger_.txt,Initial
101246,Decolorization+and+detoxification+of+triphenylmethane+dyes+by+isolated+endophytic+fungus%2C+Bjerkandera+adusta+SWUSI4+under+non-nutritive+conditions_.txt,Initial
101395,Decolourization+of+Solar+golden+yellow+R+direct+textile+dye+by+Schizophyllum+commune+IBL-06_.txt,Initial
101509,Fungal+dye+decolourization%3A+Recent+advances+and+future+potential_.txt,Initial
101546,Decolorization+of+reactive+dye+by+white+rot+fungs+Dattronia+sp.+KAPI0039_.txt,Initial
101738,Decolonization+of+azo+and+triphenylmethane+dyes+by+Pycnoporus+sanguineus+producing+laccase+as+the+sole+phenol+oxidase_.txt,Initial
102261,Study+of+enhancement+and+inhibition+phenomena+and+genes+relating+to+degradation+of+petroleum+polycyclic+aromatic+hydrocarbons+in+isolated+bacteria_.txt,Initial
102424,Screening+of+novel+laccase+producers-isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.txt,Initial
100094,Decolorization+of+textile+dyes+by+Phanerochaete+chrysosporium+and+Pleurotus+sajorcaju_.txt,Initial
100307,Decolorization+of+triphenylmethane+dyes+by+the+bird%27s+nest+fungus..._.txt,Initial
100818,Comparison+of+two+bacterial+azoreductases+acquired+during+adaptation+to+growth+on+azo+dyes..._.txt,Initial
101049,Competition+strategies+for+the+decolourization+of+a+textile-reactive+dye+with+the+white-rot+fungi+Trametes+versicolor+under+non-sterile+conditions_.txt,Initial
101355,Screening+of+novel+laccase+producers+-+Isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.txt,Initial
102254,Kinetics+of+Oxygen+Utilization+in+Bioreactors_.txt,Initial
102291,Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.txt,Initial
102344,White+rot+fungi%3A+an+ingenious+army+for+environmental+protection_.txt,Initial
102360,Effect+of+incubation+method+on+the+growth+suppression+of+bacteria+or+fungi+for+dye+degraded+by+Phanerochaete+chrysosporium_.txt,Initial
102419,Airlift+Reactor+Design+for+T.+pubescens+Culture_.txt,Initial
102484,Decolorization+of+azo%2C+triphenylmethane+and+anthraquinone+dyes+by+a+newly+isolated+Trametes+sp.+SQ01+and+its+laccase_.txt,Initial
102558,Decolorization+of+textile+dyes+and+their+effluents+using+white+rot+fungi_.txt,Initial
102722,Mineralization+of+the+sulfonated+azo+dye+Mordant+Yellow+3+by+a+bacterial+consortium_.txt,Initial
100544,Decolorization+of+dye+by+wood+rotting+basidiomycete+fungi_.txt,Initial
100577,Biodegradation+of+bioaccessible+textile+azo+dyes+by+Phanerochaete+chrysosporium_.txt,Initial
100880,Mineralization+of+the+sulfonated+azo+dye+mordant+yellow+3+by+6-aminonaphthalene-2-sulfonate-degrading+bacterial+consortium_.txt,Initial
101316,Removal+of+a+dye+from+aqueoussolution+by+the+fungus+Asperillus+niger_.txt,Initial
101401,Declourization+of+Sulfonphtaleindyes+by+Manganese+Peroxidase+activity+of+the+White-Rot+fungus+Phanerochaete+chrysoporium_.txt,Initial
101650,Continuous+production+of+lignin+peroxidase+by+immobilized+Phanerochaete+chrysosporium+in+a+pilot+scale+bioreactor_.txt,Initial
101834,Synergistic+action+of+azoreductase+and+laccase+leads+to+maximal+decolourization+and..._.txt,Initial
101861,Biodegradation+of+azo+dyes+by+the+lignin-degrading+fungus+Phanerochaete+chrysosporium_.txt,Initial
102460,Decolonization+of+diverse+industrial+dyes+by+some+Phlebia+spp.+and+their+comparison+with+Phaerochaetechrysosporium_.txt,Initial
102544,Kinetic+and+Equilibrium+Studies+on+In-Situ+Biosorption+of+Reactive+Blue+140+Dye+by+Live+Biomass+Preparation+of+Aspergillus+niger+HM11_.txt,Initial
102586,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.txt,Initial
100429,Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_.txt,Initial
100893,Effect+of+Glucose+Addition+on+Laccase+Production_.txt,Initial
101043,Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_.txt,Initial
101123,Decoloration+of+a+carpet+dye+effluent+using+Trametes+versicolor_.txt,Initial
101494,Laccase+Production+in+Airlift+Reactor_.txt,Initial
101741,Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_2015.txt,Initial
101757,Non-enzymatic+reduction+of+azo+dyes+by+NADH_.txt,Initial
101886,Biodegradation+ability+and+catabolic+genes+of+petroleum-degrading+Sphingomonas+koreensis+strain+ASU-06+isolated+from+Egyptian+oily+soil_.txt,Initial
102025,Development+of+a+bioreactor+system+using+an+immobilized+white+rot+fungus+for+decolourization%2C+Part+II%3A+Continuous+decolourization+tests_.txt,Initial
102258,Trichoderma+asperellum+laccase+mediated+crystal+violet+degradation-Optimization+of+experimental+conditions+and+characterization_.txt,Initial
102510,Screening+of+white+rot+fungi+for+the+treatment+of+olive+mill+wastewaters_.txt,Initial
102820,mp-2.txt,Initial
100420,Enhancement+of+Laccase+Production+in+Trametes+pubescens_.txt,Initial
100547,Removal+of+humic+acid+fraction+by+Rhizopus+arrhizus%3A+uptake+and+kinetic+studies_.txt,Initial
100968,Lignin+peroxidase-catalyzed+oxidation+of+sulfonated+azo+dyes+generates+novel+sulfophenyl+hydroperoxides_.txt,Initial
101191,Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.txt,Initial
101258,Non-enzymatic+reduction+of+azo+dyes+by+NAD%28P%29H_.txt,Initial
101844,Biotransformation+of+poly+R-478+by+continuous+cultures+of+PVAL-encapsulated+Trametes+versicolor+under+non-sterile+conditions_.txt,Initial
102122,Biological+decolorization+of+reactive+textile+dye+yellow+CRG_.txt,Initial
102139,Halides+reduce+dye+decolorization+by+reacting+with+hydroxyl+radicals_.txt,Initial
102203,Effect+of+carbon+sources+on+dye+decolorization_.txt,Initial
102947,Reactive+blue+19+decolouration+by+laccase+immobilized+on+silica+beads_.txt,Initial
100130,Fed+Batch+Experiment+for+Laccase+Production_.txt,Initial
100563,Catalytic+behavior+and+detoxifying+ability+of+an+a+typical+homotrimericlaccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_.txt,Initial
100717,Investigation+on+rate-determining+factors+in+the+microbial+reduction+of+azo+dyes_.txt,Initial
100931,Declourization+of+Sulfonphtaleindyes+by+Manganese+Peroxidase+activity+of+the+White+%E2%80%93Rot+fungus+Phanerochaete+chrysoporium_.txt,Initial
101083,Effect+of+a+non-ionic+surfactant%2C+Merpol%2C+on+dye+decolorization+of+Reactive+blue+19+by+laccase_.txt,Initial
101257,Reactor+Design+for+Bioremediation+Applications_.txt,Initial
101314,Influence+of+aromatic+substitution+patterns+on+azo+dye+degradability+by+Streptomyces+spp.+and+Phanerochaete+chrysosporium_.txt,Initial
101411,Catalytic+behavior+and+detoxifying+ability+of+an+atypical+homotrimeric+laccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_.txt,Initial
101792,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.txt,Initial
102339,Enzyme+Activity+Measurements+in+Fungal+Cultures_.txt,Initial
102923,Mineralization+of+the+sulfonated+azo+dye+mordant+yellow+3+by+a+6-aminophthalene-2-sulfonated-degrading+bacterial+consortium_.txt,Initial
100586,Malignant+transformation+by+malachite+green_.txt,Initial
100597,The+effect+of+pH+on+azo+dye+reduction+by+NADH_.txt,Initial
100612,New+safety+and+rapid+method+for+extraction+of+genomic+DNA+from+bacteria+and+yeast+strains+suitable+for+PCR+amplifications_.txt,Initial
101047,Reduction+of+azo+dyes+by+zero-valent+iron+metal_.txt,Initial
101280,Recent+advances+in+azo+dye+degrading+enzyme+research..._.txt,Initial
102745,Chemical+pretreatment+and+aerobic%E2%80%93anaerobic+degradation+of+textile+dye+wastewater_.txt,Initial
102894,Recent+advances+in+azo+dye+degrading+enzyme+research_.txt,Initial
100333,Effects+of+Mn2%2B+and+NH4%2B+concentrations+on+laccase+and+manganese+peroxidase+production+and+amaranth+decoloration+by+Trametes+versicolor_.txt,Initial
100882,Decolorization+of+synthetic+dyes+by+laccase+immobilized+on+epoxy-activated+carriers_.txt,Initial
101627,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.txt,Initial
101842,Enhancement+of+dye+oxidation+in+the+presence+of+nitrate_.txt,Initial
102030,Control+of+Pellet+Morphology+in+Fluidized+Bed+Reactor_.txt,Initial
100160,Biodegradation+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.txt,Initial
100465,Isolation+and+Characterization+of+Aeromonas+sp.+B-5+capable+of+decolorizing+various+dyes_.txt,Initial
100609,Microbial+decolorization+and+degradation+of+textile+dye_.txt,Initial
101027,Treatment+of+dye+industry+effluent+using+free+and+immobilized+cyanobacteria_.txt,Initial
101253,Fed-batch+decolourisation+of+poly+R+478+by+Trametes+versicolor_.txt,Initial
102466,Investigating+the+potential+of+intracellular+mineral+inclusions+in+microalgae+as+a+novel+bioremediation+method+for+radioactive+90Sr+water+pollution_.txt,Initial
102730,Triphenylmethane+reductase+from+Citrobacter+species_.txt,Initial
102799,Decolorization+of+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.txt,Initial
102893,Degradation+of+sulfonated+azo+dyes+and+sulfanilic+acid+by+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_.txt,Initial
102944,Biodegradation+of+crystal+violet+by+Aeromonas+hydrophila_.txt,Initial
100368,Dye+biosorption+sites+in+Aspergillus+niger_.txt,Initial
100723,Reactive+dye+bioaccumulation+by+Saccharomyces+cerevisiae_.txt,Initial
100729,Mechanistic+study+of+the+biodegradation+of+triphenylmethane+dyes_.txt,Initial
101050,Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_.txt,Initial
101520,Decolorization+of+triphenylmethane+dyes+by+Aeromonas+hydrophila_.txt,Initial
101597,Application+of+T.+pubescens+in+Large+Scale+Waste+Treatment_.txt,Initial
101815,Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_.txt,Initial
102066,Improved+decolorization+of+triphenylmethane+dyes+by+halo-thermotolerant+bacteria+isolated+from+hypersaline+environments_.txt,Initial
102428,New+pathway+for+degradation+of+sulfonated+azo+dyes+by+microbial+peroxidases+of+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_.txt,Initial
102535,Enzymatic+reduction+and+oxidation+of+fibre-bound+azo-dyes_.txt,Initial
102876,Biotransformation+of+azo+dye+by+bacterial+laccase_.txt,Initial
100735,Decolorization+of+synthetic+dyes+by+solid+state+culture+of+Lentinula+%28Lentinus%29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_.txt,Initial
100988,Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_.txt,Initial
101144,A+continuous+spectrophotometric+determination+of+hepatic+microsomal+azo+reductase+activity+and+its+dependence+on+cytochrome+P-450_.txt,Initial
101723,Isolation+and+identification+of+diisopropylnaphthalene+isomers+in+the+alkylation+products+of+naphthalene_.txt,Initial
101941,Characterization+and+use+of+a+bacterial+lignin+peroxidase+with+an+improved+manganese-oxidative+activity_.txt,Initial
100236,Enzymatic+transformation+of+nitro-aromatic+compounds+by+a+flavin-free+NADH+azoreductase+from+Lysinibacillus+sphaericus_.txt,Initial
101583,Molecular+cloning%2C+characterisation+and+ligand-bound+structure_.txt,Initial
101921,Identification+of+NAD%28P%29H+quinone+oxidoreductase+activity+in+azoreductases+from+Pseudomonas+aeruginosa_.txt,Initial
102111,Molecular+cloning%2C+characterisation+and+ligand-bound+structure+of+an+azoreductase+from+Pseudomonas+aeruginosa_.txt,Initial
102192,Biodegradation+of+triphenylmethane%2C+azo+and+anthraquinone+dyes_.txt,Initial
102486,Decolorization+and+biodegradation+of+triphenylmethane+dyes+by+a+novel+Rhodococcus+qingshengii+JB301+isolated+from+sawdust_.txt,Initial
102888,Decolorization+of+triphenylmethane+dyes+by+a+newly+isolated+Aeromonas+hydrophila+strain_.txt,Initial
101925,Biodegradation+of+crystal+violet+by+Pseudomonas+putida_.txt,Initial
102740,Degradation+of+azo+dye+Mordant+Yellow+10+in+a+sequential+bioaugmented+anaerobic+bioreactor_.txt,Initial
100026,Mechanism+of+triphenylmethane+dye+biodegradation_.txt,Initial
100132,Decolorization+of+triphenylmethane%2C+azo+and+anthraquinone+dyes..._.txt,Initial
100197,Oxidative+Biodegradation+of+an+Anthraquinone+Dye%2CPigment+Violet+12%2C+by+Coriolus+versicolor_.txt,Initial
